"","genotype_in","popsize","genotype","media","mat","sd.ls","medianLS","Delta_LL","AvgLS","gompLoglik","gompRate","gompShape","weibLogLik","weibScale","weibShape"
"5833",5875,367,"BY4742","YPD","MATalpha",11.7784802834409,28,-2.44071417189321,27.8201634877384,-1422.80616823586,0.00682144371976088,0.0758686204193094,-1425.24688240775,31.2694575897938,2.53874356655822
"5834",5876,110,"BY4742","YPD","MATalpha",10.1576439907524,27,9.92463675066926,28.1545454545455,-419.866137652717,0.00639068410325852,0.0794169467159215,-409.941500902048,31.5120286158207,2.97900674252201
"5835",5877,190,"BY4742","YPD","MATalpha",9.93367170146922,28,16.20152237323,28.9315789473684,-720.51403882097,0.00515941406033537,0.0855381263125608,-704.31251644774,32.3240065435815,3.14155024755797
"5836",5878,170,"BY4742","YPD","MATalpha",9.87121386705754,27,14.3388914604219,27.4235294117647,-642.160983164094,0.00627435583994203,0.0837492845447286,-627.822091703672,30.7256178244744,3.01744145218122
"5837",5879,45,"BY4742","YPD","MATalpha",7.99829527291455,25,3.28945873668599,25.9333333333333,-160.07894489677,0.00388455776802853,0.11542812819635,-156.789486160084,28.7808971120015,3.59740252098372
"5838",5880,105,"BY4742","YPD","MATalpha",9.549495125024,26,-0.813432810945869,25.7428571428571,-384.979944733285,0.00495151291265449,0.102614940116837,-385.793377544231,28.7828391176779,2.99559929410178
"5839",5881,50,"BY4742","YPD","MATalpha",8.92428468522028,27,1.95714575969285,26.7,-181.683377819829,0.00412232346537238,0.107028868221181,-179.726232060136,29.7355251294465,3.34874946786819
"5840",5882,230,"BY4742","YPD","MATalpha",9.66538021551462,27,15.4176318357311,26.6913043478261,-862.165719860508,0.00635110879974816,0.0865667448470595,-846.748088024777,29.8635532438479,2.99587513332857
"5841",5883,90,"BY4742","YPD","MATalpha",10.9198418631912,34,3.8364764718749,34.7555555555556,-345.864488983461,0.00264628923249379,0.0889543479576963,-342.028012511586,38.5926285730924,3.5618961186659
"5842",5884,90,"BY4742","YPD","MATalpha",10.4402467193333,27,4.56746764701734,27.8888888888889,-341.687584181253,0.00573654250748442,0.0847782025903128,-337.120116534236,31.2898909847718,2.94385023931252
"5843",5885,30,"BY4742","YPD","MATalpha",8.84379125025919,26.5,1.02896358450749,25.8333333333333,-108.025737545806,0.00390390006606208,0.113996955899397,-106.996773961299,28.8603446753097,3.33051082054412
"5844",5886,68,"BY4742","YPD","MATalpha",11.0303575830925,24,-1.66887837404084,23.6323529411765,-256.536751279611,0.00898822545923466,0.0820587337330217,-258.205629653652,26.6602201708884,2.30891234603371
"5845",5887,70,"BY4742","YPD","MATalpha",10.3703770662833,28,7.07788762870138,29.3857142857143,-269.001191576344,0.00577567248568113,0.0786513602535144,-261.923303947643,32.8869969889571,3.04878230882465
"5846",5888,70,"BY4742","YPD","MATalpha",9.64693495558393,24,6.99047858083316,25.7428571428571,-263.648539821713,0.00771474826136657,0.0815028918327673,-256.65806124088,28.8819798570681,2.85214730089934
"5847",5889,70,"BY4742","YPD","MATalpha",12.5700027424062,30,7.7807186976865,31.6285714285714,-282.756379646446,0.00811338752571888,0.056115817431032,-274.975660948759,35.5391703090163,2.67937651625461
"5848",5890,150,"BY4742","YPD","MATalpha",9.02592834839362,26,6.83076897348747,25.68,-547.534529614736,0.00502346785116292,0.102936316061708,-540.703760641249,28.7243354228304,3.15687391834544
"5849",5891,50,"BY4742","YPD","MATalpha",9.05369470189392,29,1.95383699422635,27.7,-182.100658744723,0.00362282359597934,0.10752665650619,-180.146821750497,30.828294172447,3.46979545056322
"5850",5892,34,"BY4742","YPD","MATalpha",8.53205134643792,22,3.55605292508677,23.8529411764706,-124.012101298558,0.00745378126376543,0.0943958679679368,-120.456048373471,26.6842425215099,3.0041248683585
"5851",5893,20,"BY4742","YPD","MATalpha",13.5680545865337,29,2.21849152717451,31.25,-81.4634563244439,0.00878701991039136,0.0531618191965923,-79.2449647972694,35.2913190336331,2.51878589366056
"5852",5894,45,"BY4742","YPD","MATalpha",10.2830153184951,22,2.76855354781424,23.3777777777778,-169.61954109126,0.0105052240015776,0.0764212286997888,-166.850987543446,26.3925473557155,2.46343640634751
"5853",5895,45,"BY4742","YPD","MATalpha",8.36660026534076,28,-0.127058820892586,27.6666666666667,-158.902576309164,0.00239358243175234,0.126643220907558,-159.029635130057,30.5506023416572,3.80874950556598
"5854",5896,64,"BY4742","YPD","MATalpha",10.4266142977616,27.5,6.14332653592444,28.125,-245.788115289156,0.00691628025001504,0.0758531581135218,-239.644788753231,31.5295270731414,2.91077837400985
"5855",5897,54,"BY4742","YPD","MATalpha",9.52221647353351,27,4.54292354710469,28.3148148148148,-202.051906221673,0.00484657286114738,0.0913931970537336,-197.508982674569,31.5974337324595,3.24825849176796
"5856",5898,250,"BY4742","YPD","MATalpha",8.85939158617049,25,22.4734111278349,25.444,-920.974817477206,0.00640684032512615,0.0930077710687898,-898.501406349371,28.4372393394709,3.0862658778217
"5857",5899,230,"BY4742","YPD","MATalpha",11.5730983439245,27,14.278864193756,27.7086956521739,-898.369851171321,0.00833749932404286,0.0678861329530789,-884.090986977565,31.225190621355,2.58225258538462
"5858",5900,100,"BY4742","YPD","MATalpha",10.40627238979,26,5.90675557555585,27.18,-380.231639311943,0.00653137352795403,0.0820022669418899,-374.324883736387,30.5197225361383,2.84725787106901
"5859",5901,110,"BY4742","YPD","MATalpha",10.3927261725568,29,4.26384604756799,28.1363636363636,-416.474923289083,0.00524119861622785,0.0876115127883127,-412.211077241515,31.5241593050028,2.98112873895759
"5860",5902,440,"BY4742","YPD","MATalpha",9.60802900551847,28.5,25.0999528687016,28.5113636363636,-1642.67697055016,0.00445060580335707,0.0940452489838918,-1617.57701768146,31.7999015717382,3.25881350295609
"5861",5903,50,"BY4742","YPD","MATalpha",9.57890965632737,25,4.74956615857212,27.14,-188.01173381482,0.00631726817422219,0.0849017586926434,-183.262167656247,30.335194218124,3.05488864645931
"5862",5904,45,"BY4742","YPD","MATalpha",9.51352041607473,23,3.43346609597185,23.6444444444444,-167.477822896172,0.0092297117932393,0.0830469301531683,-164.0443568002,26.5838969040393,2.68553109413726
"5863",5905,70,"BY4742","YPD","MATalpha",13.4656145172481,32,-0.779669305443008,33.8428571428571,-280.315496082247,0.00450647478095847,0.0708439361818475,-281.09516538769,37.9491837927529,2.7545023173296
"5864",5906,150,"BY4742","YPD","MATalpha",10.3492934406344,25,21.1500482841295,26.8866666666667,-582.041146584718,0.00995472847270901,0.0643230837943529,-560.891098300588,30.1763396982709,2.71512608664387
"5865",5907,63,"BY4742","YPD","MATalpha",10.7620780813362,22,2.03732729368315,21.984126984127,-238.453761107164,0.013809993479209,0.0681119811062819,-236.41643381348,24.8254133863167,2.17653100857171
"5866",5908,20,"BY4742","YPD","MATalpha",11.6569382998417,27.5,1.24556239958979,30.1,-77.6877509950954,0.00514706184535998,0.0792363288836207,-76.4421885955056,33.8805986184165,2.90556262725539
"5867",5909,50,"BY4742","YPD","MATalpha",11.2802699345325,23.5,1.97485602956718,25.98,-191.922980979854,0.00791968658582026,0.0769802246352943,-189.948124950287,29.3604941423648,2.53032567822852
"5868",5910,140,"BY4742","YPD","MATalpha",10.943130579771,25,1.72998856336994,26.3428571428571,-533.172316577756,0.00687724892384523,0.0824194014554587,-531.442328014386,29.6521296466329,2.62237759181888
"5869",5911,80,"BY4742","YPD","MATalpha",10.3134421318779,28.5,8.27823621440581,29.25,-307.202143014011,0.00591167294847962,0.0783179352799878,-298.923906799605,32.7339528867233,3.05370540890662
"5870",5912,20,"BY4742","YPD","MATalpha",11.8902879430408,24.5,1.37664606934625,30.3,-78.1133629922977,0.00533249503197206,0.0768408021743492,-76.7367169229514,34.1529434958433,2.86612312308987
"5871",5913,60,"BY4742","YPD","MATalpha",11.9129967483175,21,4.59021268233454,23.75,-234.414559815975,0.0150890085591446,0.0541843944947356,-229.824347133641,26.8609433941418,2.12619554298861
"5872",5914,30,"BY4742","YPD","MATalpha",8.81065186049798,23.5,2.58833101320218,25.4,-109.560285839704,0.00545900188242429,0.100727549000479,-106.971954826502,28.4177516789109,3.16939646950786
"5873",5915,20,"BY4742","YPD","MATalpha",13.9003975709898,27.5,0.962108944693995,29.8,-80.4804574785237,0.00791024966447818,0.0609252683298478,-79.5183485338297,33.7820382434599,2.39450559147068
"5874",5916,90,"BY4742","YPD","MATalpha",10.8508271315233,30,9.56166238139014,31.3,-350.920272987985,0.00542366274408851,0.0740533476345653,-341.358610606595,34.9842563636251,3.08284690403049
"5875",5917,50,"BY4742","YPD","MATalpha",9.92882836255423,24,4.33585720785959,25.5,-188.35381969317,0.0076781884492031,0.0824429498601504,-184.017962485311,28.6964231034551,2.79828951074061
"5876",5918,50,"BY4742","YPD","MATalpha",12.9300157046482,24,5.52376441595146,26.72,-200.588636481855,0.0133479615110544,0.0488255557827163,-195.064872065903,30.2902626650352,2.23091415550178
"5877",5919,50,"BY4742","YPD","MATalpha",13.0841078240368,32,-0.256831948440748,30.7,-197.782606286846,0.00546222825168605,0.073428220009579,-198.039438235287,34.6272972753037,2.60604959109439
"5878",5920,110,"BY4742","YPD","MATalpha",13.5636177489156,26.5,9.14755382926131,30.0272727272727,-446.69392739534,0.00941819829849731,0.0534266770276067,-437.546373566078,33.962331075077,2.37839210949394
"5879",5921,220,"BY4742","YPD","MATalpha",10.8045160676162,30,8.82341779198657,29.5818181818182,-842.750354976081,0.00496075233256556,0.0836836453336892,-833.926937184094,33.1214381028365,3.00404342418468
"5880",5922,70,"BY4742","YPD","MATalpha",10.7667246759842,29.5,2.68599638467725,28.9285714285714,-267.246029102594,0.00516589129703744,0.0846179770384005,-264.560032717916,32.4192217666015,2.96945900999221
"5881",5923,20,"BY4742","YPD","MATalpha",11.4454081806222,21,-0.0121378908084324,22.95,-75.9661863148856,0.0110497743008225,0.0743806362399587,-75.978324205694,25.9286541708665,2.18482866365183
"5882",5924,90,"BY4742","YPD","MATalpha",9.54952920906871,28,8.45273991648213,28.5555555555556,-338.330814014001,0.00531062727205737,0.0868067160193766,-329.878074097519,31.8402451939434,3.26064106097273
"5883",5925,155,"BY4742","YPD","MATalpha",10.3612099262256,27,3.10844461480315,26.7290322580645,-583.514767442841,0.00590921121202623,0.0885416099680033,-580.406322828038,30.0107788188964,2.84422349299566
"5884",5926,65,"BY4742","YPD","MATalpha",9.61839183743631,26,-0.0157657367347781,25.3538461538462,-238.915164421712,0.0054420757173316,0.100102239229702,-238.930930158447,28.3893887041816,2.92208025408044
"5885",5927,90,"BY4742","YPD","MATalpha",8.2831899625118,22,5.43508518032399,23.5333333333333,-322.474451907236,0.00597190184880181,0.107831743728628,-317.039366726912,26.3112072265491,3.0987167528608
"5886",5928,120,"BY4742","YPD","MATalpha",12.3335727511019,25,10.0324477016151,26.275,-476.073741482434,0.0123949445589337,0.0541650019962943,-466.041293780819,29.6903324268467,2.26411574105721
"5887",5929,105,"BY4742","YPD","MATalpha",9.55884033611968,25,5.62641185598073,25.6857142857143,-390.717435777302,0.00655970984425797,0.089764753673539,-385.091023921321,28.7690281422045,2.92476431626008
"5888",5930,44,"BY4742","YPD","MATalpha",9.37699943442649,21.5,6.66702525804567,23.4545454545455,-165.986953232702,0.0123216958235153,0.0692387208875221,-159.319927974656,26.384215302045,2.64141679231598
"5889",5931,50,"BY4742","YPD","MATalpha",9.83172706816341,22,2.99920319532438,23.52,-185.966894679063,0.00862280249441402,0.0864798968113357,-182.967691483739,26.5713276095659,2.64157662122122
"5890",5932,190,"BY4742","YPD","MATalpha",8.89913934868495,25,24.039637268992,25.4052631578947,-708.337539579046,0.0080020334824685,0.0827490811070205,-684.297902310054,28.3939150419941,2.99569387062975
"5891",5933,50,"BY4742","YPD","MATalpha",9.26967846127956,31,3.43763470504467,30.54,-185.013107537382,0.00311786043544069,0.100535233479919,-181.575472832337,33.8493388528454,3.68183951611985
"5892",5934,360,"W303AR","YPD","MATa",8.00243647128436,25,5.8141983603598,25.2527777777778,-1264.34830935257,0.00337188875957677,0.125934803337279,-1258.53411099221,28.0312687338776,3.55370985040113
"5893",5935,530,"BY4742","YPD","MATalpha",14.1979922242819,31,35.2051885998794,33.2018867924528,-2176.29985779415,0.00709996955457127,0.0554618673859044,-2141.09466919427,37.4843001374674,2.51582461386478
"5894",5936,320,"W303AR","YPD","MATa",8.94102882633505,26,12.7486713324663,26.246875,-1165.86715415332,0.00454062932251323,0.104825996910388,-1153.11848282086,29.2839123921153,3.24898122264615
"5895",5937,600,"BY4742","YPD","MATalpha",10.2795381087107,28,26.492056390824,28.5233333333333,-2270.43147387515,0.00497017562952374,0.0883574032685988,-2243.93941748433,31.9327928726742,3.04769617916505
"5896",5938,400,"BY4742","YPD","MATalpha",8.44114780053496,24,35.9965201569162,24.0875,-1455.49021189071,0.0070643264315421,0.0960644585204063,-1419.4936917338,26.9181581868546,3.05541988072714
"5897",5939,520,"BY4742","YPD","MATalpha",12.1490734288092,29,33.3259062490038,30.7038461538462,-2058.75993310913,0.00635433195439318,0.0683779086886845,-2025.43402686013,34.5554044363402,2.73722605952833
"5898",5940,90,"BY4742","YPD","MATalpha",8.7458854245968,27,11.7738554170443,27.3222222222222,-334.573392809748,0.00581451015432065,0.08893823911903,-322.799537392704,30.4028079830748,3.29500220591543
"5899",5941,110,"BY4742","YPD","MATalpha",9.48059340843952,26,11.5011018741767,27.3,-415.425567653167,0.00680412647183282,0.0810853254415047,-403.92446577899,30.4484495578805,3.03787184470903
"5900",5942,20,"BY4742","YPD","MATalpha",13.8529875174236,29,1.04033574000711,30.3,-80.6160998043213,0.0077116038940528,0.0605354570245849,-79.5757640643142,34.303091695807,2.43417304743507
"5901",5943,45,"BY4742","YPD","MATalpha",10.532201703693,28,3.7598176343088,27.4,-172.394454555697,0.00722395880250314,0.0766191324335933,-168.634636921389,30.7671088725882,2.83046581880258
"5902",5944,45,"BY4742","YPD","MATalpha",12.9516583704734,29,1.68597351390545,29.9333333333333,-179.758571257243,0.00765646960262197,0.062725032864691,-178.072597743337,33.6889479708511,2.48403811913488
"5903",5945,85,"BY4742","YPD","MATalpha",12.1353016533784,29,4.24191388561053,30.2588235294118,-334.616252118188,0.00598195086682578,0.0721226567267138,-330.374338232578,34.0812810527419,2.72765359833937
"5904",5946,90,"BY4742","YPD","MATalpha",10.7074594507818,28,2.02805744860711,26.8444444444444,-341.70494681468,0.00645299201230247,0.083685462160846,-339.676889366073,30.1701553181981,2.75703591081959
"5905",5947,105,"BY4742","YPD","MATalpha",10.0916768374706,28,4.95707476253699,26.8190476190476,-395.839003523905,0.00634234279403375,0.0854098767469871,-390.881928761368,30.0453224199908,2.89338920522079
"5906",5948,70,"BY4742","YPD","MATalpha",10.219222337144,26,-0.780178383925033,25.2714285714286,-259.965265025795,0.00574968191966567,0.0967597571174396,-260.74544340972,28.4254103147438,2.74887116934153
"5907",5949,50,"BY4742","YPD","MATalpha",8.52992331951083,28.5,0.870962422037962,29.34,-177.947638085678,0.00192008331892192,0.125986164016149,-177.07667566364,32.4207442358367,3.98342069861652
"5908",5950,70,"BY4742","YPD","MATalpha",13.6664571008525,28.5,5.57324855683919,30.5571428571429,-284.473944160567,0.00875386562262305,0.0547945505004996,-278.900695603728,34.5564919781093,2.41246125151321
"5909",5951,90,"BY4742","YPD","MATalpha",9.44859275863881,31.5,-0.828427444595434,30.2222222222222,-328.390532341777,0.00226961794187519,0.113802356685085,-329.218959786373,33.4837793756635,3.6665223846838
"5910",5952,125,"BY4742","YPD","MATalpha",9.60106176924064,28,4.90204375033829,28.584,-464.889508804554,0.00406585745206488,0.0974676240046778,-459.987465054216,31.8382199746094,3.27162830527168
"5911",5953,50,"BY4742","YPD","MATalpha",10.9037346157832,28,2.68563248642778,26.92,-191.830085906093,0.00750310960139272,0.0763684670139811,-189.144453419665,30.2799226881208,2.69565434311239
"5912",5954,50,"BY4742","YPD","MATalpha",9.80220716502781,27,4.36574120749458,27.28,-188.372525567942,0.00601613154397534,0.0859919472657652,-184.006784360447,30.5549292716567,3.02733484052927
"5913",5955,44,"BY4742","YPD","MATalpha",11.6536522598565,17.5,2.12269985213752,18.7727272727273,-166.963295513486,0.0266685914474956,0.0441971908449985,-164.840595661348,21.1258256759174,1.71087346879921
"5914",5956,110,"BY4742","YPD","MATalpha",9.59915550914457,24,5.91340756715783,23.9454545454545,-408.309781189697,0.00804688437505708,0.0881402824974742,-402.396373622539,26.9468981403684,2.71087036934203
"5915",5957,70,"BY4742","YPD","MATalpha",12.3803507577988,28,1.46846387034179,28.8714285714286,-275.242686636841,0.00702187113390918,0.0701884027093612,-273.774222766499,32.5380250895312,2.53990464130551
"5916",5958,84,"BY4742","YPD","MATalpha",12.4635095606328,26.5,-9.7042993498855,24.2857142857143,-323.315054521028,0.00949024947844353,0.0744677486875794,-333.019353870913,27.0918019410242,1.92797356583102
"5917",5959,30,"BY4742","YPD","MATalpha",9.33563190086808,27.5,1.42547044929559,26.8666666666667,-110.329475695574,0.0046424838242337,0.100302882239582,-108.904005246279,29.9873766413447,3.22464559552847
"5918",5960,89,"BY4742","YPD","MATalpha",11.143792731622,26,-0.850382568251803,24.6516853932584,-337.802943534351,0.00820343836860566,0.0814474065496263,-338.653326102603,27.8237099857442,2.39990420772466
"5919",5961,250,"BY4742","YPD","MATalpha",9.80690765486267,31,3.60411058033526,30.292,-928.363447882822,0.0029868679601808,0.102339768130232,-924.759337302486,33.6619755968798,3.47373085649778
"5920",5962,20,"BY4742","YPD","MATalpha",10.610198668709,25.5,3.09493896083455,26.45,-77.6097972974554,0.0102172784881388,0.0643926323358398,-74.5148583366208,29.773986563226,2.66642110360784
"5921",5963,110,"BY4742","YPD","MATalpha",9.06625138053646,27.5,3.96897291323336,28.1181818181818,-402.215321238527,0.00345551172921582,0.107093760189577,-398.246348325294,31.2675272576733,3.43361018733911
"5922",5964,240,"W303AR","YPD","MATa",7.17532843950602,24,9.26599055394138,23.6708333333333,-824.445058617147,0.00391764983872491,0.131261775816588,-815.179068063205,26.1707475854142,3.65726682330988
"5923",5965,80,"BY4742","YPD","MATalpha",11.0767675104704,27,2.39894651089583,27.1625,-306.819396217065,0.00683682470866874,0.0791604218257439,-304.420449706169,30.5539989871387,2.67313652832853
"5924",5966,70,"BY4742","YPD","MATalpha",9.89281061495438,27.5,0.611272364579975,26.2428571428571,-258.843341178846,0.00493318376002984,0.0996030567697714,-258.232068814266,29.4491404240496,2.99328761245009
"5925",5967,50,"BY4742","YPD","MATalpha",9.57720507992061,29.5,1.41625361407262,28.54,-184.144308083924,0.00348299884460939,0.104308880749677,-182.728054469851,31.8287914783107,3.40562430240239
"5926",5968,150,"BY4742","YPD","MATalpha",9.51612548757644,28,7.88287978809717,26.98,-556.687840693925,0.00505341796324791,0.0954943531278626,-548.804960905828,30.1810581737872,3.12861158266762
"5927",5969,50,"BY4742","YPD","MATalpha",12.4278160690001,7.5,-0.810045926382173,14.28,-181.947777259915,0.0526225958589615,0.0214045676447204,-182.757823186298,14.6822208937654,1.0730350745156
"5928",5970,85,"BY4742","YPD","MATalpha",8.97018091558154,29,3.33892393802643,27.8117647058824,-309.008114105049,0.00339815466290515,0.109634652280944,-305.669190167023,30.9520747898588,3.50534156954323
"5929",5971,327,"BY4742","YPD","MATalpha",11.4166229984579,26,18.9903543584617,27.1284403669725,-1277.88046980661,0.00953656370037789,0.0643134674231613,-1258.89011544815,30.4686808160591,2.50150145377658
"5930",5972,45,"BY4742","YPD","MATalpha",8.05273026038155,25,0.792768327593222,25.2888888888889,-157.30493212886,0.00296017081388161,0.131553558843173,-156.512163801267,28.1221075484364,3.63610487107654
"5931",5973,70,"BY4742","YPD","MATalpha",9.03391355963176,23.5,2.23814720232815,23.2,-253.73921436613,0.00667830033180758,0.102760662097467,-251.501067163802,26.0960773635818,2.85885316387912
"5932",5974,45,"BY4742","YPD","MATalpha",8.91514430504622,26,1.69096430109909,25.4444444444444,-162.794332322615,0.00442430577116503,0.110161177634994,-161.103368021516,28.4730578462354,3.21560012529166
"5933",5975,150,"BY4742","YPD","MATalpha",11.2265983301762,23.5,10.91479006899,25.52,-581.064005660646,0.0103064417543393,0.0666624638709206,-570.149215591656,28.8146431887354,2.43344393081245
"5934",5976,20,"BY4742","YPD","MATalpha",10.3063598147735,25,1.15402290137062,24.7,-75.2974894755684,0.00854075422411103,0.0808908165326946,-74.1434665741978,27.809690046046,2.65708284876384
"5935",5977,20,"BY4742","YPD","MATalpha",10.8747655752108,27,2.14195068323929,26.05,-77.0971701858321,0.00949789558281431,0.0691680028908906,-74.9552195025928,29.3774334863177,2.6281364276903
"5936",5978,20,"BY4742","YPD","MATalpha",10.9037656460123,28.5,0.896529458822798,26.05,-75.9494684810538,0.00716807331936074,0.0821744698537335,-75.052939022231,29.3986512937462,2.69606643817099
"5937",5979,20,"BY4742","YPD","MATalpha",13.1793299086905,28.5,0.344870496888348,24.7,-78.62074437119,0.0125390932366909,0.0586183610065376,-78.2758738743016,27.9808301472761,2.05061992240718
"5938",5980,59,"BY4742","YPD","MATalpha",10.3746307490641,25,1.43647221129211,25.5254237288136,-222.026129610533,0.0069530492826236,0.0864009247739294,-220.589657399241,28.7059871983041,2.68968964738018
"5939",5981,140,"BY4742","YPD","MATalpha",12.1468743732732,34,1.92984852234304,33.0857142857143,-550.035177175859,0.00409997308103563,0.0776151437361939,-548.105328653516,36.996699683943,2.9928489172559
"5940",5982,300,"BY4742","YPD","MATalpha",10.6241028213248,25,8.91262618141036,25.4633333333333,-1139.93316181174,0.00810737830256291,0.079141416068363,-1131.02053563033,28.6491757935595,2.58047374303378
"5941",5983,300,"BY4741","YPD","MATa",8.94269879630456,20,31.9065398944758,21.6066666666667,-1105.66597192002,0.0122414623821356,0.0794834923142769,-1073.75943202555,24.356322113374,2.57209142621372
"5942",5984,300,"BY4741","YPD","MATa",11.2248211979214,27,20.9883458936781,27.8266666666667,-1164.06925515005,0.00743634536903338,0.0726333814526759,-1143.08090925637,31.3559060875868,2.68508927426053
"5943",5985,200,"BY4741","YPD","MATa",11.6479989438953,30,1.78046012624986,30.05,-773.307491417727,0.00471074711580342,0.0829075230732294,-771.527031291477,33.76709844151,2.86716115634482
"5944",5986,140,"BY4741","YPD","MATa",11.8105005798466,28,8.43645628871832,28.0357142857143,-549.408037776902,0.00834747340140219,0.0663957843075798,-540.971581488184,31.5880952197672,2.55415128476256
"5945",5987,220,"BY4741","YPD","MATa",12.9240814160357,30,13.7462787695682,30.9909090909091,-882.675895454708,0.00711098472382167,0.0624038298504305,-868.92961668514,34.9502435014756,2.59227771465918
"5946",5988,45,"BY4742","YPD","MATalpha",7.18949851442289,26,0.985635856464313,25.3555555555556,-152.454263807831,0.00205634457872443,0.149827253580797,-151.468627951367,27.9810312985281,4.11420396092768
"5947",5989,70,"BY4742","YPD","MATalpha",7.65162806259436,21,-0.347801937097842,20.6571428571429,-240.742072916101,0.00581502074654585,0.131099521538435,-241.089874853199,23.1181055404531,3.02001247468034
"5948",5990,20,"BY4742","YPD","MATalpha",7.19557612630661,24,2.05375367035751,24.75,-69.6391171180664,0.00387161525734808,0.124126371253962,-67.5853634477089,27.3686151809457,3.73354096255889
"5949",5991,50,"BY4742","YPD","MATalpha",9.1190762152977,25.5,4.55034926210007,25.84,-185.758595811888,0.00691207547044978,0.0874347249951022,-181.208246549788,28.8405593876072,3.04058813028996
"5950",5992,70,"BY4742","YPD","MATalpha",9.92527985117919,27.5,5.26407926649301,27.5571428571429,-264.894922872798,0.00627360501253466,0.0829981157977889,-259.630843606305,30.7956369953144,2.98815257746896
"5951",5993,50,"BY4742","YPD","MATalpha",10.435418495857,28,2.83294580828181,30.4,-191.332027355541,0.0045906321129598,0.0841150321848806,-188.499081547259,33.8548513962216,3.11859014037643
"5952",5994,70,"BY4742","YPD","MATalpha",8.49922661199655,26,6.26301426404979,26.6285714285714,-254.970748801042,0.00475037455636765,0.101661200106624,-248.707734536992,29.6080020258332,3.4007919842644
"5953",5995,90,"BY4742","YPD","MATalpha",7.76001628117782,24,7.03903830123136,24.3888888888889,-318.990638948579,0.00492782121579091,0.113515540099769,-311.951600647348,27.1055149934167,3.41242454882926
"5954",5996,70,"BY4742","YPD","MATalpha",10.8227293220932,32,0.851108932937507,31.6428571428571,-266.314486283471,0.00323987583365601,0.0925241231650564,-265.463377350533,35.2705387449857,3.27817170911562
"5955",5997,218,"BY4742","YPD","MATalpha",13.8996621830268,23,-1.61039713214939,25.2293577981651,-871.888909894078,0.0143779451217333,0.0492509326650411,-873.499307026227,28.3178268686657,1.85180273565716
"5956",5998,89,"BY4742","YPD","MATalpha",11.3158186981318,22,2.42349963921691,23.3483146067416,-341.343300507552,0.0124420540253419,0.0664422914024381,-338.919800868335,26.3539490316676,2.19002484676374
"5957",5999,45,"BY4742","YPD","MATalpha",7.86129760281342,26,4.5523546467158,27.4666666666667,-161.036168890814,0.00345973364048739,0.112426534662261,-156.483814244099,30.3708479941781,3.77989158641504
"5958",6000,340,"BY4742","YPD","MATalpha",11.4477272779338,28,18.9787394077021,28.2294117647059,-1323.30132600865,0.00729163029157478,0.0718705001890565,-1304.32258660095,31.7840033384013,2.67167017411621
"5959",6001,180,"BY4741","YPD","MATa",10.1722044325092,23,7.16537079799809,23.7,-676.918914179732,0.00977601444113353,0.0787832390692439,-669.753543381734,26.6920853624661,2.49876371909575
"5960",6002,180,"BY4741","YPD","MATa",9.97116264131797,24,9.11685622001846,23.5222222222222,-674.96976114472,0.0101480143959643,0.0782513460432398,-665.852904924702,26.4954583974364,2.54425680564478
"5961",6003,180,"BY4741","YPD","MATa",9.10858695410186,27,9.92772843104831,27.7111111111111,-663.380057047524,0.00434516410157759,0.0993553455987622,-653.452328616476,30.8293103472657,3.31599306148117
"5962",6004,116,"BY4741","YPD","MATa",10.3092620762944,19,-3.0436562318738,18.4224137931034,-426.781945663439,0.0187149751625445,0.0705269895845508,-429.825601895312,20.6898253066907,1.82768280170428
"5963",6005,180,"BY4742","YPD","MATalpha",16.5458526217901,35,2.36251703418316,36.9888888888889,-757.273999730076,0.00564740124675454,0.0532452330305293,-754.911482695893,41.7992271579014,2.42915399552597
"5964",6006,70,"BY4742","YPD","MATalpha",9.77981188453512,32,5.92771065385114,30.5142857142857,-264.106585556524,0.00403151478245929,0.0898183974198471,-258.178874902673,33.9494539151243,3.42258461569042
"5965",6007,90,"BY4742","YPD","MATalpha",9.2109485414754,26.5,5.92530769130218,26.9666666666667,-332.530828508175,0.00504670952491438,0.0962014278396207,-326.605520816873,30.0967406450387,3.21428503634694
"5966",6008,50,"BY4742","YPD","MATalpha",11.5644776301026,29,-0.0390431881519362,29.76,-191.983883191008,0.00428711244533188,0.0877844162872009,-192.02292637916,33.4515646945809,2.89995637754758
"5967",6009,90,"BY4742","YPD","MATalpha",12.6569497521604,29.5,-1.77714211097543,29.6777777777778,-352.551470599796,0.00548812208961031,0.0770923814911333,-354.328612710771,33.4546836411657,2.59050384233958
"5968",6010,110,"BY4742","YPD","MATalpha",10.88735637214,26,7.78483757702611,26.7181818181818,-423.454285264453,0.00814826337890243,0.0733719834970526,-415.669447687427,30.0998213525558,2.66021443709645
"5969",6011,290,"BY4742","YPD","MATalpha",9.22241062056,27,20.9500036215177,27.3793103448276,-1075.33036989781,0.00503810590803721,0.0943299641953176,-1054.38036627629,30.5383150698563,3.23414064149821
"5970",6012,70,"BY4742","YPD","MATalpha",11.9500426638877,31.5,4.63770549477147,31.5285714285714,-275.810116221485,0.00535271381370365,0.0726327578137224,-271.172410726714,35.4242973823992,2.89103396887732
"5971",6013,110,"BY4742","YPD","MATalpha",7.01400957193739,20,12.5055686109535,20.4,-381.525822465553,0.00827723073535564,0.114011287606777,-369.0202538546,22.8105194962644,3.10459655603493
